description,categorie,type_service,urgence,origine_probleme,specialite_requise,pieces_necessaires
Signalement client : la batterie du laptop ne charge plus,hardware,reparation,haute,Composant électronique endommagé,Généraliste,"[""Batterie laptop""]"
Intervention requise : installation d'un nouveau système d'exploitation Problème récurrent.,software,installation,faible,Corruption du système d'exploitation,Généraliste,[]
Outlook ne se synchronise plus avec le mail depuis hier.,software,reparation,faible,Corruption du système d'exploitation,Généraliste,[]
Configuration des droits d'accès utilisateurs depuis ce matin.,software,installation,faible,Licence expirée ou fichiers corrompus,Software,[]
Intervention requise : l'ordinateur ne démarre plus du tout depuis hier.,hardware,reparation,critique,Surchauffe causée par poussière accumulée,Généraliste,"[""RAM DDR4 8GB""]"
Client signale : le disque ssd n'est plus reconnu par le bios Le client a besoin d'aide.,hardware,maintenance,faible,Défaillance matérielle due à l'usure,Hardware,"[""Pâte thermique"", ""Spray air comprimé""]"
Signalement client : configuration du démarrage automatique Cela se produit souvent.,software,reparation,normale,Erreur de configuration système,Software,[]
Le client indique que deux réseaux à fusionner après déménagement depuis ce matin.,reseau,configuration,normale,Problème de sécurité réseau,Réseau,"[""Switch 8 ports""]"
Signalement client : le port usb ne détecte plus les périphériques Problème récurrent.,hardware,reparation,faible,Vieillissement de la batterie,Hardware,"[""Alimentation 500W""]"
Configuration d'un réseau invité séparé,reseau,configuration,normale,Surcharge de la bande passante,Généraliste,"[""Switch 8 ports""]"
Client signale : le logiciel de comptabilité plante Problème récurrent.,software,reparation,haute,Licence expirée ou fichiers corrompus,Généraliste,[]
Client signale : le téléphone ip ne se connecte plus Problème urgent.,reseau,depannage,normale,Interférence WiFi avec autres équipements,Réseau,[]
Le pare-feu bloque une application métier Cela se produit souvent.,software,installation,faible,Infection par malware ou virus,Software,[]
"Le processeur surchauffe, pc très lent Problème urgent.",hardware,maintenance,normale,Surchauffe causée par poussière accumulée,Généraliste,"[""Pâte thermique""]"
Problème signalé : problème de compatibilité après mise à jour,software,configuration,normale,Erreur de configuration système,Généraliste,[]
Signalement client : deux réseaux à fusionner après déménagement Cela se produit souvent.,reseau,installation,faible,Interférence WiFi avec autres équipements,Réseau,"[""Point d'accès WiFi""]"
L'ordinateur chauffe excessivement Problème urgent.,hardware,reparation,normale,Surchauffe causée par poussière accumulée,Hardware,"[""Écran LCD 15.6\""""]"
"Intervention requise : windows ne démarre plus, écran bleu Problème urgent.",software,installation,haute,Corruption du système d'exploitation,Software,[]
Problème signalé : la carte réseau intégrée ne fonctionne plus,hardware,reparation,haute,Défaillance matérielle due à l'usure,Hardware,"[""Alimentation 500W""]"
Problème signalé : la carte graphique ne s'affiche plus Le client a besoin d'aide.,hardware,maintenance,normale,Vieillissement de la batterie,Hardware,"[""Pâte thermique""]"
Client signale : le câble d'alimentation est endommagé Le client a besoin d'aide.,hardware,maintenance,haute,Court-circuit dans l'alimentation,Hardware,[]
Client signale : configuration d'un nouveau point d'accès wifi depuis ce matin.,reseau,installation,faible,Interférence WiFi avec autres équipements,Généraliste,"[""Switch 16 ports"", ""Câble RJ45 20m""]"
Problème signalé : le système est bloqué en mode sans échec depuis ce matin.,software,reparation,critique,Infection par malware ou virus,Software,[]
Client signale : la box internet clignote en rouge,reseau,configuration,normale,Câblage endommagé ou mal branché,Généraliste,"[""Câble RJ45 5m""]"
Signalement client : le disque dur externe n'est plus reconnu Problème récurrent.,hardware,reparation,normale,Dommage physique suite à choc,Généraliste,"[""Disque SSD 256GB"", ""Câble SATA""]"
Client signale : impossible d'installer un logiciel Problème récurrent.,software,installation,normale,Licence expirée ou fichiers corrompus,Software,[]
Client signale : la carte mère émet des bips au démarrage,hardware,reparation,faible,Dommage physique suite à choc,Hardware,"[""Câble d'alimentation""]"
Signalement client : le haut-parleur ne produit aucun son Problème récurrent.,hardware,reparation,normale,Dommage physique suite à choc,Généraliste,"[""Carte mère""]"
Client signale : l'écran du laptop est fissuré,hardware,maintenance,normale,Connexion interne défaillante,Hardware,"[""Pâte thermique""]"
L'ordinateur ne démarre plus du tout Problème récurrent.,hardware,reparation,critique,Connexion interne défaillante,Généraliste,"[""Écran LCD 15.6\""""]"
Le client indique que la batterie du laptop ne charge plus Cela se produit souvent.,hardware,maintenance,haute,Défaillance matérielle due à l'usure,Hardware,"[""Pâte thermique""]"
Intervention requise : la carte graphique affiche des artefacts Problème urgent.,hardware,reparation,normale,Connexion interne défaillante,Généraliste,"[""Disque SSD 256GB"", ""Câble SATA""]"
Problème signalé : impossible de se connecter au réseau,reseau,configuration,faible,Surcharge de la bande passante,Généraliste,"[""Switch 8 ports""]"
Problème signalé : l'écran reste noir après allumage Le client a besoin d'aide.,hardware,maintenance,normale,Composant électronique endommagé,Hardware,"[""Pâte thermique"", ""Spray air comprimé""]"
Problème signalé : windows à réinstaller suite à corruption depuis hier.,software,reparation,critique,Erreur de configuration système,Software,[]
Problème signalé : la webcam intégrée n'est plus détectée Problème urgent.,hardware,maintenance,normale,Surchauffe causée par poussière accumulée,Généraliste,"[""Spray air comprimé"", ""Spray nettoyant""]"
Client signale : configuration accès distant rdp Le client a besoin d'aide.,reseau,depannage,normale,Interférence WiFi avec autres équipements,Réseau,"[""Switch 8 ports""]"
Problème signalé : erreur 0x80070057 lors d'une opération windows Cela se produit souvent.,software,configuration,haute,Erreur de configuration système,Généraliste,[]
Client signale : l'imprimante imprime des pages vides,hardware,maintenance,faible,Défaillance matérielle due à l'usure,Généraliste,"[""Pâte thermique""]"
Le client indique que excel affiche des erreurs de calcul depuis ce matin.,software,installation,normale,Infection par malware ou virus,Software,[]
Signalement client : outlook ne se synchronise plus avec le mail Cela se produit souvent.,software,installation,normale,Infection par malware ou virus,Généraliste,[]
Client signale : l'antivirus ne peut pas supprimer les menaces depuis hier.,software,installation,critique,Licence expirée ou fichiers corrompus,Généraliste,[]
Le client indique que l'écran tactile ne répond plus Cela se produit souvent.,hardware,reparation,haute,Composant électronique endommagé,Généraliste,"[""Carte mère""]"
Client signale : redirection de port sur le routeur Problème urgent.,reseau,configuration,normale,Équipement réseau défaillant,Réseau,"[""Câble RJ45 5m""]"
Problème signalé : la carte graphique ne s'affiche plus,hardware,maintenance,faible,Composant électronique endommagé,Hardware,"[""Pâte thermique"", ""Spray air comprimé""]"
Signalement client : l'antivirus ne peut pas supprimer les menaces,software,reparation,critique,Licence expirée ou fichiers corrompus,Software,[]
Signalement client : la carte graphique ne s'affiche plus,hardware,maintenance,faible,Vieillissement de la batterie,Généraliste,"[""Pâte thermique""]"
Signalement client : une mise à jour a cassé une application depuis ce matin.,software,reparation,faible,Licence expirée ou fichiers corrompus,Généraliste,[]
Intervention requise : le serveur de messagerie est inaccessible depuis ce matin.,reseau,configuration,faible,Problème de sécurité réseau,Généraliste,"[""Câble RJ45 5m""]"
Client signale : installation d'un nouveau système d'exploitation Problème urgent.,software,configuration,faible,Conflit entre logiciels installés,Software,[]
Intervention requise : l'ordinateur ne démarre plus du tout Cela se produit souvent.,hardware,maintenance,haute,Connexion interne défaillante,Hardware,"[""Spray air comprimé"", ""Spray nettoyant""]"
Signalement client : configuration qos pour prioriser les appels Problème récurrent.,reseau,depannage,normale,Problème de sécurité réseau,Réseau,"[""Switch 8 ports""]"
Signalement client : mise en place d'un réseau local pour bureaux Le client a besoin d'aide.,reseau,configuration,normale,Câblage endommagé ou mal branché,Réseau,[]
Intervention requise : la batterie du laptop ne charge plus Le client a besoin d'aide.,hardware,maintenance,critique,Surchauffe causée par poussière accumulée,Hardware,"[""Spray air comprimé"", ""Spray nettoyant""]"
Signalement client : le disque dur fait un bruit de cliquetis depuis ce matin.,hardware,reparation,normale,Défaillance matérielle due à l'usure,Généraliste,"[""Clavier laptop""]"
Client signale : migration de windows 7 vers windows 10 Problème urgent.,software,configuration,faible,Conflit entre logiciels installés,Généraliste,[]
Le client indique que excel affiche des erreurs de calcul Le client a besoin d'aide.,software,installation,haute,Mise à jour défectueuse du système,Software,[]
Configuration d'un serveur DHCP depuis ce matin.,reseau,installation,faible,Mauvaise configuration des paramètres réseau,Généraliste,"[""Point d'accès WiFi""]"
Client signale : configuration du proxy pour internet Le client a besoin d'aide.,reseau,configuration,normale,Mauvaise configuration des paramètres réseau,Généraliste,[]
Problème signalé : nettoyage complet du système après infection Le client a besoin d'aide.,software,reparation,critique,Licence expirée ou fichiers corrompus,Software,[]
Client signale : configuration du démarrage automatique,software,reparation,normale,Infection par malware ou virus,Généraliste,[]
Intervention requise : l'écran du laptop est fissuré Le client a besoin d'aide.,hardware,maintenance,faible,Surchauffe causée par poussière accumulée,Hardware,"[""Pâte thermique""]"
Problème signalé : microsoft office ne s'ouvre plus Cela se produit souvent.,software,installation,haute,Infection par malware ou virus,Software,[]
"Problème signalé : pas de connexion internet, câble branché",reseau,installation,faible,Incompatibilité de protocoles réseau,Généraliste,"[""Point d'accès WiFi""]"
Windows Update bloqué depuis plusieurs jours depuis hier.,software,reparation,critique,Corruption du système d'exploitation,Généraliste,[]
Problème signalé : adobe acrobat plante à l'ouverture Problème urgent.,software,configuration,normale,Conflit entre logiciels installés,Software,[]
Signalement client : l'antivirus ne peut pas supprimer les menaces Problème urgent.,software,configuration,critique,Corruption du système d'exploitation,Généraliste,[]
